,weeks,watched,rank,broadcast,name,percent
4315,2014.02.17 ~ 2014.02.23,가구시청률,16,SBS,순간포착,13.9
4316,2014.02.17 ~ 2014.02.23,가구시청률,17,KBS1,KBS뉴스7,13.9
4317,2014.02.17 ~ 2014.02.23,가구시청률,18,MBC,무한도전,13.0
4318,2014.02.17 ~ 2014.02.23,가구시청률,19,KBS1,한국인의밥상,12.8
4319,2014.02.17 ~ 2014.02.23,가구시청률,20,KBS2,해피선데이,12.5
4320,2014.02.24 ~ 2014.03.02,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),27.9
4321,2014.02.24 ~ 2014.03.02,가구시청률,2,KBS2,주말연속극(참좋은시절),27.1
4322,2014.02.24 ~ 2014.03.02,가구시청률,3,SBS,드라마스페셜(별에서온그대),27.1
4323,2014.02.24 ~ 2014.03.02,가구시청률,4,MBC,월화특별기획(기황후),27.0
4324,2014.02.24 ~ 2014.03.02,가구시청률,5,KBS1,KBS9시뉴스,19.4
4325,2014.02.24 ~ 2014.03.02,가구시청률,6,KBS2,일일드라마(천상여자),17.8
4326,2014.02.24 ~ 2014.03.02,가구시청률,7,SBS,정글의법칙더헝거게임,16.4
4327,2014.02.24 ~ 2014.03.02,가구시청률,8,SBS,특별기획(세번결혼하는여자),15.7
4328,2014.02.24 ~ 2014.03.02,가구시청률,9,KBS2,개그콘서트,15.3
4329,2014.02.24 ~ 2014.03.02,가구시청률,10,MBC,주말특별기획(황금무지개),15.1
4330,2014.02.24 ~ 2014.03.02,가구시청률,11,SBS,순간포착,15.0
4331,2014.02.24 ~ 2014.03.02,가구시청률,12,KBS1,대하드라마(정도전),14.4
4332,2014.02.24 ~ 2014.03.02,가구시청률,13,MBC,MBC아침드라마(내손을잡아),14.4
4333,2014.02.24 ~ 2014.03.02,가구시청률,14,MBC,주말드라마(사랑해서남주나),13.8
4334,2014.02.24 ~ 2014.03.02,가구시청률,15,MBC,무한도전,13.7
4335,2014.02.24 ~ 2014.03.02,가구시청률,16,SBS,놀라운대회스타킹,13.7
4336,2014.02.24 ~ 2014.03.02,가구시청률,17,KBS1,러브인아시아,13.1
4337,2014.02.24 ~ 2014.03.02,가구시청률,18,KBS1,KBS뉴스7,12.3
4338,2014.02.24 ~ 2014.03.02,가구시청률,19,MBC,"일밤(아빠어디가,리얼입대프로젝트진짜사나이)",12.1
4339,2014.02.24 ~ 2014.03.02,가구시청률,20,KBS1,한국인의밥상,11.9
4340,2014.03.03 ~ 2014.03.09,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),27.8
4341,2014.03.03 ~ 2014.03.09,가구시청률,2,MBC,월화특별기획(기황후),27.3
4342,2014.03.03 ~ 2014.03.09,가구시청률,3,KBS2,주말연속극(참좋은시절),26.1
4343,2014.03.03 ~ 2014.03.09,가구시청률,4,KBS1,KBS9시뉴스,19.3
4344,2014.03.03 ~ 2014.03.09,가구시청률,5,KBS2,일일드라마(천상여자),17.0
4345,2014.03.03 ~ 2014.03.09,가구시청률,6,SBS,특별기획(세번결혼하는여자),16.5
4346,2014.03.03 ~ 2014.03.09,가구시청률,7,KBS1,대하드라마(정도전),15.9
4347,2014.03.03 ~ 2014.03.09,가구시청률,8,MBC,MBC아침드라마(내손을잡아),15.3
4348,2014.03.03 ~ 2014.03.09,가구시청률,9,MBC,주말특별기획(황금무지개),15.1
4349,2014.03.03 ~ 2014.03.09,가구시청률,10,KBS2,개그콘서트,15.0
4350,2014.03.03 ~ 2014.03.09,가구시청률,11,SBS,정글의법칙더헝거게임,14.8
4351,2014.03.03 ~ 2014.03.09,가구시청률,12,KBS1,러브인아시아,13.5
4352,2014.03.03 ~ 2014.03.09,가구시청률,13,MBC,주말드라마(사랑해서남주나),13.0
4353,2014.03.03 ~ 2014.03.09,가구시청률,14,KBS1,전국노래자랑,13.0
4354,2014.03.03 ~ 2014.03.09,가구시청률,15,KBS2,불후의명곡,12.8
4355,2014.03.03 ~ 2014.03.09,가구시청률,16,KBS2,해피선데이,12.8
4356,2014.03.03 ~ 2014.03.09,가구시청률,17,SBS,순간포착,12.7
4357,2014.03.03 ~ 2014.03.09,가구시청률,18,SBS,일일드라마(잘키운딸하나),12.3
4358,2014.03.03 ~ 2014.03.09,가구시청률,19,KBS2,특별기획드라마(감격시대),12.3
4359,2014.03.03 ~ 2014.03.09,가구시청률,20,KBS1,시청자칼럼우리사는세상,12.1
4360,2014.03.10 ~ 2014.03.16,가구시청률,1,MBC,월화특별기획(기황후),28.0
4361,2014.03.10 ~ 2014.03.16,가구시청률,2,KBS1,일일연속극(사랑은노래를타고),28.0
4362,2014.03.10 ~ 2014.03.16,가구시청률,3,KBS2,주말연속극(참좋은시절),26.6
4363,2014.03.10 ~ 2014.03.16,가구시청률,4,KBS1,KBS9시뉴스,19.1
4364,2014.03.10 ~ 2014.03.16,가구시청률,5,KBS2,일일드라마(천상여자),18.0
4365,2014.03.10 ~ 2014.03.16,가구시청률,6,KBS1,대하드라마(정도전),16.5
4366,2014.03.10 ~ 2014.03.16,가구시청률,7,SBS,특별기획(세번결혼하는여자),16.3
4367,2014.03.10 ~ 2014.03.16,가구시청률,8,KBS2,개그콘서트,15.6
4368,2014.03.10 ~ 2014.03.16,가구시청률,9,MBC,MBC아침드라마(내손을잡아),15.6
4369,2014.03.10 ~ 2014.03.16,가구시청률,10,MBC,주말특별기획(황금무지개),14.9
4370,2014.03.10 ~ 2014.03.16,가구시청률,11,SBS,정글의법칙더헝거게임,14.7
4371,2014.03.10 ~ 2014.03.16,가구시청률,12,SBS,순간포착,14.1
4372,2014.03.10 ~ 2014.03.16,가구시청률,13,KBS2,불후의명곡,14.0
4373,2014.03.10 ~ 2014.03.16,가구시청률,14,SBS,일일드라마(잘키운딸하나),13.7
4374,2014.03.10 ~ 2014.03.16,가구시청률,15,MBC,주말드라마(사랑해서남주나),13.6
4375,2014.03.10 ~ 2014.03.16,가구시청률,16,KBS1,러브인아시아,12.7
4376,2014.03.10 ~ 2014.03.16,가구시청률,17,KBS1,한국인의밥상,12.6
4377,2014.03.10 ~ 2014.03.16,가구시청률,18,KBS2,특별기획드라마(감격시대),12.4
4378,2014.03.10 ~ 2014.03.16,가구시청률,19,SBS,드라마스페셜(쓰리데이즈),12.2
4379,2014.03.10 ~ 2014.03.16,가구시청률,20,KBS2,해피선데이,12.2
4380,2014.03.17 ~ 2014.03.23,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),28.2
4381,2014.03.17 ~ 2014.03.23,가구시청률,2,MBC,월화특별기획(기황후),27.1
4382,2014.03.17 ~ 2014.03.23,가구시청률,3,KBS2,주말연속극(참좋은시절),26.2
4383,2014.03.17 ~ 2014.03.23,가구시청률,4,KBS1,KBS9시뉴스,19.3
4384,2014.03.17 ~ 2014.03.23,가구시청률,5,KBS2,일일드라마(천상여자),17.6
4385,2014.03.17 ~ 2014.03.23,가구시청률,6,MBC,MBC아침드라마(내손을잡아),16.4
4386,2014.03.17 ~ 2014.03.23,가구시청률,7,SBS,특별기획(세번결혼하는여자),16.4
4387,2014.03.17 ~ 2014.03.23,가구시청률,8,KBS1,대하드라마(정도전),15.7
4388,2014.03.17 ~ 2014.03.23,가구시청률,9,MBC,주말드라마(사랑해서남주나),15.6
4389,2014.03.17 ~ 2014.03.23,가구시청률,10,KBS2,개그콘서트,15.2
4390,2014.03.17 ~ 2014.03.23,가구시청률,11,MBC,주말특별기획(황금무지개),14.9
4391,2014.03.17 ~ 2014.03.23,가구시청률,12,SBS,정글의법칙IN보르네오,14.1
4392,2014.03.17 ~ 2014.03.23,가구시청률,13,SBS,일일드라마(잘키운딸하나),13.6
4393,2014.03.17 ~ 2014.03.23,가구시청률,14,KBS1,러브인아시아,13.6
4394,2014.03.17 ~ 2014.03.23,가구시청률,15,SBS,순간포착,13.5
4395,2014.03.17 ~ 2014.03.23,가구시청률,16,SBS,드라마스페셜(쓰리데이즈),12.6
4396,2014.03.17 ~ 2014.03.23,가구시청률,17,KBS2,TV소설(순금의땅),12.0
4397,2014.03.17 ~ 2014.03.23,가구시청률,18,KBS1,전국노래자랑,12.0
4398,2014.03.17 ~ 2014.03.23,가구시청률,19,KBS2,해피선데이,12.0
4399,2014.03.17 ~ 2014.03.23,가구시청률,20,SBS,"일요일이좋다(서바이벌오디션K팝스타3,런닝맨)",11.9
4400,2014.03.24 ~ 2014.03.30,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),28.0
4401,2014.03.24 ~ 2014.03.30,가구시청률,2,MBC,월화특별기획(기황후),25.2
4402,2014.03.24 ~ 2014.03.30,가구시청률,3,KBS2,주말연속극(참좋은시절),24.3
4403,2014.03.24 ~ 2014.03.30,가구시청률,4,KBS1,KBS9시뉴스,20.0
4404,2014.03.24 ~ 2014.03.30,가구시청률,5,KBS2,일일드라마(천상여자),17.2
4405,2014.03.24 ~ 2014.03.30,가구시청률,6,SBS,특별기획(세번결혼하는여자),16.5
4406,2014.03.24 ~ 2014.03.30,가구시청률,7,MBC,주말드라마(사랑해서남주나),16.1
4407,2014.03.24 ~ 2014.03.30,가구시청률,8,MBC,주말특별기획(황금무지개),15.5
4408,2014.03.24 ~ 2014.03.30,가구시청률,9,MBC,MBC아침드라마(내손을잡아),15.4
4409,2014.03.24 ~ 2014.03.30,가구시청률,10,KBS1,대하드라마(정도전),15.4
4410,2014.03.24 ~ 2014.03.30,가구시청률,11,KBS2,개그콘서트,15.4
4411,2014.03.24 ~ 2014.03.30,가구시청률,12,KBS2,불후의명곡,13.4
4412,2014.03.24 ~ 2014.03.30,가구시청률,13,KBS1,전국노래자랑,13.1
4413,2014.03.24 ~ 2014.03.30,가구시청률,14,SBS,정글의법칙IN보르네오,13.1
4414,2014.03.24 ~ 2014.03.30,가구시청률,15,SBS,일일드라마(잘키운딸하나),12.7
4415,2014.03.24 ~ 2014.03.30,가구시청률,16,KBS2,특별기획드라마(감격시대),12.0
4416,2014.03.24 ~ 2014.03.30,가구시청률,17,SBS,아침연속극(나만의당신),11.8
4417,2014.03.24 ~ 2014.03.30,가구시청률,18,SBS,순간포착,11.7
4418,2014.03.24 ~ 2014.03.30,가구시청률,19,KBS1,러브인아시아,11.6
4419,2014.03.24 ~ 2014.03.30,가구시청률,20,KBS2,TV소설(순금의땅),11.6
4420,2014.03.31 ~ 2014.04.06,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),27.1
4421,2014.03.31 ~ 2014.04.06,가구시청률,2,MBC,월화특별기획(기황후),25.0
4422,2014.03.31 ~ 2014.04.06,가구시청률,3,KBS2,주말연속극(참좋은시절),23.7
4423,2014.03.31 ~ 2014.04.06,가구시청률,4,KBS1,KBS9시뉴스,20.2
4424,2014.03.31 ~ 2014.04.06,가구시청률,5,KBS1,대하드라마(정도전),17.7
4425,2014.03.31 ~ 2014.04.06,가구시청률,6,KBS2,일일드라마(천상여자),17.3
4426,2014.03.31 ~ 2014.04.06,가구시청률,7,KBS2,개그콘서트,15.5
4427,2014.03.31 ~ 2014.04.06,가구시청률,8,MBC,MBC아침드라마(내손을잡아),15.3
4428,2014.03.31 ~ 2014.04.06,가구시청률,9,SBS,정글의법칙IN보르네오,14.0
4429,2014.03.31 ~ 2014.04.06,가구시청률,10,SBS,아침연속극(나만의당신),12.4
4430,2014.03.31 ~ 2014.04.06,가구시청률,11,SBS,순간포착,12.3
4431,2014.03.31 ~ 2014.04.06,가구시청률,12,KBS2,불후의명곡,12.1
4432,2014.03.31 ~ 2014.04.06,가구시청률,13,KBS1,전국노래자랑,12.0
4433,2014.03.31 ~ 2014.04.06,가구시청률,14,SBS,일일드라마(잘키운딸하나),11.8
4434,2014.03.31 ~ 2014.04.06,가구시청률,15,KBS2,특별기획드라마(감격시대),11.7
4435,2014.03.31 ~ 2014.04.06,가구시청률,16,KBS1,인간극장,11.7
4436,2014.03.31 ~ 2014.04.06,가구시청률,17,KBS2,TV소설(순금의땅),11.4
4437,2014.03.31 ~ 2014.04.06,가구시청률,18,MBC,주말특별기획(호텔킹),11.3
4438,2014.03.31 ~ 2014.04.06,가구시청률,19,MBC,주말드라마(왔다장보리),11.2
4439,2014.03.31 ~ 2014.04.06,가구시청률,20,SBS,드라마스페셜(쓰리데이즈),11.1
4440,2014.04.07 ~ 2014.04.13,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),27.7
4441,2014.04.07 ~ 2014.04.13,가구시청률,2,MBC,월화특별기획(기황후),24.9
4442,2014.04.07 ~ 2014.04.13,가구시청률,3,KBS2,주말연속극(참좋은시절),23.0
4443,2014.04.07 ~ 2014.04.13,가구시청률,4,KBS1,KBS9시뉴스,19.7
4444,2014.04.07 ~ 2014.04.13,가구시청률,5,KBS1,대하드라마(정도전),17.1
4445,2014.04.07 ~ 2014.04.13,가구시청률,6,KBS2,일일드라마(천상여자),16.6
4446,2014.04.07 ~ 2014.04.13,가구시청률,7,KBS2,개그콘서트,16.4
4447,2014.04.07 ~ 2014.04.13,가구시청률,8,KBS1,인간극장,12.8
4448,2014.04.07 ~ 2014.04.13,가구시청률,9,SBS,정글의법칙IN보르네오,12.8
4449,2014.04.07 ~ 2014.04.13,가구시청률,10,MBC,주말드라마(왔다장보리),12.0
4450,2014.04.07 ~ 2014.04.13,가구시청률,11,SBS,아침연속극(나만의당신),11.9
4451,2014.04.07 ~ 2014.04.13,가구시청률,12,KBS1,한국인의밥상,11.8
4452,2014.04.07 ~ 2014.04.13,가구시청률,13,KBS1,러브인아시아,11.7
4453,2014.04.07 ~ 2014.04.13,가구시청률,14,SBS,드라마스페셜(쓰리데이즈),11.7
4454,2014.04.07 ~ 2014.04.13,가구시청률,15,SBS,순간포착,11.4
4455,2014.04.07 ~ 2014.04.13,가구시청률,16,SBS,일일드라마(잘키운딸하나),11.4
4456,2014.04.07 ~ 2014.04.13,가구시청률,17,MBC,주말특별기획(호텔킹),11.3
4457,2014.04.07 ~ 2014.04.13,가구시청률,18,KBS2,TV소설(순금의땅),11.1
4458,2014.04.07 ~ 2014.04.13,가구시청률,19,MBC,무한도전,10.9
4459,2014.04.07 ~ 2014.04.13,가구시청률,20,KBS1,전국노래자랑,10.9
4460,2014.04.14 ~ 2014.04.20,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),28.3
4461,2014.04.14 ~ 2014.04.20,가구시청률,2,MBC,월화특별기획(기황후),25.7
4462,2014.04.14 ~ 2014.04.20,가구시청률,3,KBS2,주말연속극(참좋은시절),21.4
4463,2014.04.14 ~ 2014.04.20,가구시청률,4,KBS2,일일드라마(천상여자),16.5
4464,2014.04.14 ~ 2014.04.20,가구시청률,5,KBS1,KBS9시뉴스,15.1
4465,2014.04.14 ~ 2014.04.20,가구시청률,6,KBS1,인간극장,13.5
4466,2014.04.14 ~ 2014.04.20,가구시청률,7,KBS1,KBS뉴스광장2부,11.7
4467,2014.04.14 ~ 2014.04.20,가구시청률,8,SBS,아침연속극(나만의당신),11.6
4468,2014.04.14 ~ 2014.04.20,가구시청률,9,KBS1,러브인아시아,11.1
4469,2014.04.14 ~ 2014.04.20,가구시청률,10,MBC,일일연속극(빛나는로맨스),10.6
4470,2014.04.14 ~ 2014.04.20,가구시청률,11,KBS2,다큐3일,10.6
4471,2014.04.14 ~ 2014.04.20,가구시청률,12,SBS,일일드라마(잘키운딸하나),10.5
4472,2014.04.14 ~ 2014.04.20,가구시청률,13,KBS2,특선영화(광해왕이된남자),10.3
4473,2014.04.14 ~ 2014.04.20,가구시청률,14,KBS1,KBS뉴스7,10.1
4474,2014.04.14 ~ 2014.04.20,가구시청률,15,KBS2,TV소설(순금의땅),9.7
4475,2014.04.14 ~ 2014.04.20,가구시청률,16,KBS1,6시내고향,9.6
4476,2014.04.14 ~ 2014.04.20,가구시청률,17,MBC,MBC아침드라마(모두다김치),9.6
4477,2014.04.14 ~ 2014.04.20,가구시청률,18,KBS1,가요무대,9.3
4478,2014.04.14 ~ 2014.04.20,가구시청률,19,MBC,일일특별기획(엄마의정원),9.1
4479,2014.04.14 ~ 2014.04.20,가구시청률,20,KBS1,우리말겨루기,9.1
4480,2014.04.21 ~ 2014.04.27,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),26.9
4481,2014.04.21 ~ 2014.04.27,가구시청률,2,KBS2,주말연속극(참좋은시절),26.1
4482,2014.04.21 ~ 2014.04.27,가구시청률,3,MBC,월화특별기획(기황후),24.7
4483,2014.04.21 ~ 2014.04.27,가구시청률,4,KBS1,KBS9시뉴스,19.3
4484,2014.04.21 ~ 2014.04.27,가구시청률,5,KBS2,일일드라마(천상여자),18.4
4485,2014.04.21 ~ 2014.04.27,가구시청률,6,KBS1,대하드라마(정도전),17.9
4486,2014.04.21 ~ 2014.04.27,가구시청률,7,KBS1,인간극장,12.4
4487,2014.04.21 ~ 2014.04.27,가구시청률,8,SBS,아침연속극(나만의당신),11.9
4488,2014.04.21 ~ 2014.04.27,가구시청률,9,MBC,주말드라마(왔다장보리),11.9
4489,2014.04.21 ~ 2014.04.27,가구시청률,10,SBS,SBS뉴스속보,11.7
4490,2014.04.21 ~ 2014.04.27,가구시청률,11,SBS,드라마스페셜(쓰리데이즈),11.5
4491,2014.04.21 ~ 2014.04.27,가구시청률,12,SBS,순간포착,11.5
4492,2014.04.21 ~ 2014.04.27,가구시청률,13,SBS,특별기획(엔젤아이즈),11.4
4493,2014.04.21 ~ 2014.04.27,가구시청률,14,KBS1,KBS뉴스광장2부,11.3
4494,2014.04.21 ~ 2014.04.27,가구시청률,15,SBS,동물농장,10.9
4495,2014.04.21 ~ 2014.04.27,가구시청률,16,KBS2,TV소설(순금의땅),10.6
4496,2014.04.21 ~ 2014.04.27,가구시청률,17,SBS,일일드라마(잘키운딸하나),10.4
4497,2014.04.21 ~ 2014.04.27,가구시청률,18,MBC,일일연속극(빛나는로맨스),10.3
4498,2014.04.21 ~ 2014.04.27,가구시청률,19,KBS1,KBS연중캠페인당신이대한민국입니다,10.1
4499,2014.04.21 ~ 2014.04.27,가구시청률,20,MBC,MBC아침드라마(모두다김치),9.9
4500,2014.04.28 ~ 2014.05.04,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),29.3
4501,2014.04.28 ~ 2014.05.04,가구시청률,2,MBC,월화특별기획(기황후),27.5
4502,2014.04.28 ~ 2014.05.04,가구시청률,3,KBS2,주말연속극(참좋은시절),21.9
4503,2014.04.28 ~ 2014.05.04,가구시청률,4,KBS1,KBS9시뉴스,19.5
4504,2014.04.28 ~ 2014.05.04,가구시청률,5,KBS2,일일드라마(천상여자),18.8
4505,2014.04.28 ~ 2014.05.04,가구시청률,6,KBS1,대하드라마(정도전),17.6
4506,2014.04.28 ~ 2014.05.04,가구시청률,7,SBS,아침연속극(나만의당신),13.9
4507,2014.04.28 ~ 2014.05.04,가구시청률,8,SBS,드라마스페셜(쓰리데이즈),13.0
4508,2014.04.28 ~ 2014.05.04,가구시청률,9,KBS1,러브인아시아,12.7
4509,2014.04.28 ~ 2014.05.04,가구시청률,10,KBS1,인간극장,12.5
4510,2014.04.28 ~ 2014.05.04,가구시청률,11,KBS2,TV소설(순금의땅),11.7
4511,2014.04.28 ~ 2014.05.04,가구시청률,12,SBS,정글의법칙IN보르네오,11.6
4512,2014.04.28 ~ 2014.05.04,가구시청률,13,MBC,일일연속극(빛나는로맨스),11.2
4513,2014.04.28 ~ 2014.05.04,가구시청률,14,MBC,주말드라마(왔다장보리),11.1
4514,2014.04.28 ~ 2014.05.04,가구시청률,15,SBS,일일드라마(잘키운딸하나),10.8
4515,2014.04.28 ~ 2014.05.04,가구시청률,16,MBC,"일밤(아빠어디가,리얼입대프로젝트진짜사나이)",10.8
4516,2014.04.28 ~ 2014.05.04,가구시청률,17,SBS,순간포착,10.6
4517,2014.04.28 ~ 2014.05.04,가구시청률,18,MBC,MBC아침드라마(모두다김치),10.6
4518,2014.04.28 ~ 2014.05.04,가구시청률,19,SBS,특별기획(엔젤아이즈),10.4
4519,2014.04.28 ~ 2014.05.04,가구시청률,20,KBS1,한국인의밥상,10.3
4520,2014.05.05 ~ 2014.05.11,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),28.7
4521,2014.05.05 ~ 2014.05.11,가구시청률,2,KBS2,주말연속극(참좋은시절),24.6
4522,2014.05.05 ~ 2014.05.11,가구시청률,3,KBS1,KBS9시뉴스,19.3
4523,2014.05.05 ~ 2014.05.11,가구시청률,4,KBS1,대하드라마(정도전),19.0
4524,2014.05.05 ~ 2014.05.11,가구시청률,5,KBS2,일일드라마(천상여자),18.1
4525,2014.05.05 ~ 2014.05.11,가구시청률,6,SBS,드라마스페셜(너희들은포위됐다),13.2
4526,2014.05.05 ~ 2014.05.11,가구시청률,7,SBS,아침연속극(나만의당신),13.1
4527,2014.05.05 ~ 2014.05.11,가구시청률,8,MBC,"일밤(아빠어디가,리얼입대프로젝트진짜사나이)",12.7
4528,2014.05.05 ~ 2014.05.11,가구시청률,9,KBS1,러브인아시아,12.6
4529,2014.05.05 ~ 2014.05.11,가구시청률,10,MBC,주말드라마(왔다장보리),12.4
4530,2014.05.05 ~ 2014.05.11,가구시청률,11,SBS,순간포착,12.1
4531,2014.05.05 ~ 2014.05.11,가구시청률,12,SBS,정글의법칙IN브라질,12.1
4532,2014.05.05 ~ 2014.05.11,가구시청률,13,MBC,무한도전,11.8
4533,2014.05.05 ~ 2014.05.11,가구시청률,14,KBS1,KBS연중캠페인당신이대한민국입니다<재>,11.5
4534,2014.05.05 ~ 2014.05.11,가구시청률,15,KBS2,TV소설(순금의땅),11.3
4535,2014.05.05 ~ 2014.05.11,가구시청률,16,KBS1,KBS연중캠페인당신이대한민국입니다,11.0
4536,2014.05.05 ~ 2014.05.11,가구시청률,17,MBC,일일연속극(빛나는로맨스),10.7
4537,2014.05.05 ~ 2014.05.11,가구시청률,18,SBS,일일드라마(잘키운딸하나),10.5
4538,2014.05.05 ~ 2014.05.11,가구시청률,19,KBS1,인간극장,10.3
4539,2014.05.05 ~ 2014.05.11,가구시청률,20,KBS2,해피선데이,10.1
4540,2014.05.12 ~ 2014.05.18,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),29.6
4541,2014.05.12 ~ 2014.05.18,가구시청률,2,KBS2,주말연속극(참좋은시절),23.5
4542,2014.05.12 ~ 2014.05.18,가구시청률,3,KBS1,KBS9시뉴스,18.6
4543,2014.05.12 ~ 2014.05.18,가구시청률,4,KBS2,일일드라마(천상여자),18.6
4544,2014.05.12 ~ 2014.05.18,가구시청률,5,KBS1,대하드라마(정도전),18.2
4545,2014.05.12 ~ 2014.05.18,가구시청률,6,SBS,아침연속극(나만의당신),13.9
4546,2014.05.12 ~ 2014.05.18,가구시청률,7,SBS,드라마스페셜(너희들은포위됐다),12.5
4547,2014.05.12 ~ 2014.05.18,가구시청률,8,MBC,주말드라마(왔다장보리),12.4
4548,2014.05.12 ~ 2014.05.18,가구시청률,9,SBS,SBS월화드라마(닥터이방인),12.4
4549,2014.05.12 ~ 2014.05.18,가구시청률,10,SBS,정글의법칙IN브라질,12.2
4550,2014.05.12 ~ 2014.05.18,가구시청률,11,MBC,무한도전,11.6
4551,2014.05.12 ~ 2014.05.18,가구시청률,12,SBS,순간포착,11.4
4552,2014.05.12 ~ 2014.05.18,가구시청률,13,SBS,일일드라마(잘키운딸하나),11.3
4553,2014.05.12 ~ 2014.05.18,가구시청률,14,MBC,"일밤(아빠어디가,리얼입대프로젝트진짜사나이)",11.3
4554,2014.05.12 ~ 2014.05.18,가구시청률,15,KBS1,인간극장,11.2
4555,2014.05.12 ~ 2014.05.18,가구시청률,16,KBS2,TV소설(순금의땅),10.9
4556,2014.05.12 ~ 2014.05.18,가구시청률,17,MBC,MBC아침드라마(모두다김치),10.5
4557,2014.05.12 ~ 2014.05.18,가구시청률,18,KBS2,해피선데이,10.4
4558,2014.05.12 ~ 2014.05.18,가구시청률,19,MBC,일일연속극(빛나는로맨스),10.4
4559,2014.05.12 ~ 2014.05.18,가구시청률,20,KBS1,한국인의밥상,10.3
4560,2014.05.19 ~ 2014.05.25,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),29.0
4561,2014.05.19 ~ 2014.05.25,가구시청률,2,KBS2,주말연속극(참좋은시절),24.8
4562,2014.05.19 ~ 2014.05.25,가구시청률,3,KBS2,일일드라마(천상여자),18.5
4563,2014.05.19 ~ 2014.05.25,가구시청률,4,KBS1,KBS9시뉴스,17.5
4564,2014.05.19 ~ 2014.05.25,가구시청률,5,KBS1,대하드라마(정도전),16.9
4565,2014.05.19 ~ 2014.05.25,가구시청률,6,KBS2,개그콘서트,15.9
4566,2014.05.19 ~ 2014.05.25,가구시청률,7,MBC,무한도전,13.4
4567,2014.05.19 ~ 2014.05.25,가구시청률,8,MBC,주말드라마(왔다장보리),13.4
4568,2014.05.19 ~ 2014.05.25,가구시청률,9,SBS,SBS월화드라마(닥터이방인),13.3
4569,2014.05.19 ~ 2014.05.25,가구시청률,10,SBS,아침연속극(나만의당신),13.3
4570,2014.05.19 ~ 2014.05.25,가구시청률,11,SBS,정글의법칙IN브라질,13.1
4571,2014.05.19 ~ 2014.05.25,가구시청률,12,SBS,드라마스페셜(너희들은포위됐다),12.8
4572,2014.05.19 ~ 2014.05.25,가구시청률,13,SBS,순간포착,12.3
4573,2014.05.19 ~ 2014.05.25,가구시청률,14,KBS1,생로병사의비밀,11.9
4574,2014.05.19 ~ 2014.05.25,가구시청률,15,SBS,일일드라마(잘키운딸하나),11.9
4575,2014.05.19 ~ 2014.05.25,가구시청률,16,KBS2,TV소설(순금의땅),11.0
4576,2014.05.19 ~ 2014.05.25,가구시청률,17,KBS2,해피선데이,11.0
4577,2014.05.19 ~ 2014.05.25,가구시청률,18,MBC,MBC아침드라마(모두다김치),10.8
4578,2014.05.19 ~ 2014.05.25,가구시청률,19,KBS1,도전골든벨,10.6
4579,2014.05.19 ~ 2014.05.25,가구시청률,20,MBC,"일밤(아빠어디가,리얼입대프로젝트진짜사나이)",10.5
4580,2014.05.26 ~ 2014.06.01,가구시청률,1,KBS1,일일연속극(사랑은노래를타고),30.0
4581,2014.05.26 ~ 2014.06.01,가구시청률,2,KBS2,주말연속극(참좋은시절),24.9
4582,2014.05.26 ~ 2014.06.01,가구시청률,3,KBS2,일일드라마(천상여자),19.2
4583,2014.05.26 ~ 2014.06.01,가구시청률,4,KBS1,KBS9시뉴스,17.3
4584,2014.05.26 ~ 2014.06.01,가구시청률,5,KBS1,대하드라마(정도전),16.6
4585,2014.05.26 ~ 2014.06.01,가구시청률,6,KBS2,개그콘서트,15.6
4586,2014.05.26 ~ 2014.06.01,가구시청률,7,SBS,아침연속극(나만의당신),15.1
4587,2014.05.26 ~ 2014.06.01,가구시청률,8,MBC,주말드라마(왔다장보리),13.2
4588,2014.05.26 ~ 2014.06.01,가구시청률,9,SBS,드라마스페셜(너희들은포위됐다),13.2
4589,2014.05.26 ~ 2014.06.01,가구시청률,10,SBS,SBS월화드라마(닥터이방인),12.8
4590,2014.05.26 ~ 2014.06.01,가구시청률,11,MBC,무한도전,12.6
4591,2014.05.26 ~ 2014.06.01,가구시청률,12,SBS,일일드라마(잘키운딸하나),12.5
4592,2014.05.26 ~ 2014.06.01,가구시청률,13,SBS,정글의법칙IN브라질,12.4
4593,2014.05.26 ~ 2014.06.01,가구시청률,14,MBC,MBC스포츠축구(브라질월드컵출정식경기한국:튀니지),12.3
4594,2014.05.26 ~ 2014.06.01,가구시청률,15,MBC,MBC아침드라마(모두다김치),11.4
4595,2014.05.26 ~ 2014.06.01,가구시청률,16,KBS2,TV소설(순금의땅),11.3
4596,2014.05.26 ~ 2014.06.01,가구시청률,17,MBC,일일연속극(빛나는로맨스),10.8
4597,2014.05.26 ~ 2014.06.01,가구시청률,18,KBS2,월화드라마(빅맨),10.7
